Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Certification_Count,AI_Training_Hours,Coding_Test_Score,Communication_Score,Leadership_Score,Problem_Solving_Score,Innovation_Score,Attendance_Percentage,Remote_Work_Days,Overtime_Hours,Salary,Promotion_Last_3Y,Project_Count,Client_Rating,Bug_Fix_Count,Deployment_Success_Rate,Team_Size,Stress_Level,Work_Life_Balance,Job_Satisfaction,Attrition_Risk,Manager_Rating,Employee_Performance_Score
102026,29,Female,Finance,Product Manager,5,Bachelor,0,214,86,57,51,78,69,82,2,25,2029391,No,7,3.89,51,98.75,10,2,5,7,Medium,2.23,67.53
102027,42,Female,Finance,HR Executive,8,Bachelor,11,122,65,67,72,47,71,99,11,70,576136,No,16,2.26,302,74.99,24,1,4,1,Medium,1.15,59.97
102028,55,Female,HR,Data Scientist,15,PhD,8,146,65,56,54,42,99,76,16,24,2061156,No,17,2.49,215,78.87,23,7,2,7,Medium,4.74,66.88
102029,25,Other,Marketing,Sales Executive,32,Master,9,51,69,92,84,86,54,83,4,2,1174927,No,4,3.46,446,96.67,17,1,8,4,High,1.19,68.58
102030,46,Other,Sales,DevOps Engineer,17,PhD,8,179,66,80,40,51,71,95,2,42,1147705,Yes,10,1.99,404,88.25,12,2,7,2,Low,2.99,63.32
102031,36,Female,Marketing,Data Scientist,11,Bachelor,6,289,55,71,72,97,39,99,15,5,767724,No,9,3.64,232,95.64,10,5,5,9,Low,3.87,63.22
102032,25,Male,Marketing,Finance Analyst,26,Master,7,186,87,77,43,88,72,96,18,53,549782,Yes,10,1.51,338,75.98,13,3,7,8,Medium,3.08,66.88
102033,33,Male,Finance,Finance Analyst,0,PhD,1,107,90,74,67,73,97,82,3,51,1112193,Yes,19,3.6,159,94.11,17,5,8,3,High,4.93,74.17
102034,53,Female,Sales,HR Executive,14,Bachelor,9,125,43,50,92,88,57,93,8,12,1539389,Yes,6,3.87,237,75.35,16,8,7,1,Low,3.42,55.61
102035,53,Other,IT,Sales Executive,26,Master,13,260,90,81,53,64,53,90,3,65,936843,No,12,3.8,289,92.3,8,5,7,5,Medium,3.34,63.6
102036,49,Male,Operations,Project Manager,15,Master,13,193,58,74,92,75,70,95,20,55,966315,Yes,11,4.1,435,74.64,19,3,8,8,Low,3.52,70.75
102037,34,Other,Finance,Software Engineer,20,Bachelor,11,296,73,97,98,46,90,93,9,46,888983,No,15,3.07,337,80.29,8,2,7,2,High,4.89,72.81
102038,52,Male,Sales,Sales Executive,0,Bachelor,14,33,45,65,88,54,34,91,20,76,2194831,No,14,4.46,266,84.29,23,5,2,8,High,2.3,56.93
102039,35,Female,HR,Software Engineer,28,Master,9,275,84,78,84,60,40,91,16,64,380243,No,12,1.93,330,97.56,14,1,8,9,Medium,4.35,73.28
102040,41,Other,Operations,Marketing Specialist,2,Bachelor,6,181,54,91,51,64,37,74,15,65,1718072,No,19,2.53,337,91.95,20,6,8,6,Medium,1.34,59.85
102041,39,Male,Operations,Data Scientist,11,PhD,0,238,49,73,98,87,50,80,6,67,507342,Yes,12,4.83,384,78.45,18,4,7,8,Low,3.63,59.05
102042,50,Female,Finance,HR Executive,27,Bachelor,2,145,93,66,45,96,93,95,14,12,1297412,No,7,4.16,423,83.39,18,5,9,9,Medium,3.3,71.04
102043,27,Female,HR,Project Manager,30,Bachelor,5,43,81,91,90,77,34,91,17,29,479700,Yes,5,3.97,256,80.5,17,9,8,8,Low,3.53,61.52
102044,53,Female,Finance,Data Scientist,30,Bachelor,4,290,75,55,59,76,63,83,5,75,422834,Yes,15,3.84,151,98.2,14,5,3,5,Low,2.77,60.0
102045,50,Other,Marketing,Project Manager,32,Master,4,294,85,63,87,97,38,70,14,32,456248,Yes,16,1.44,40,75.24,6,3,3,8,High,3.82,69.48
102046,23,Other,Sales,Product Manager,32,Master,8,258,79,75,60,55,67,93,10,37,1054796,No,11,4.8,469,97.47,3,8,3,9,Low,3.66,71.56
102047,44,Female,HR,Product Manager,10,Bachelor,5,18,45,77,55,40,72,74,19,42,2088665,No,17,2.17,454,94.84,20,8,8,3,High,4.41,50.16
102048,40,Other,Operations,QA Engineer,28,Master,2,214,83,96,51,86,39,93,4,2,1011388,Yes,6,1.58,373,73.86,13,1,8,7,Low,4.65,65.59
102049,52,Male,Finance,Support Engineer,24,Bachelor,14,210,79,85,91,91,41,72,15,42,677517,Yes,6,1.07,464,78.19,23,8,7,9,High,1.83,66.32
102050,26,Female,Operations,Support Engineer,12,PhD,1,230,45,80,59,76,47,95,11,72,2254831,No,12,2.55,304,91.31,23,9,6,2,Medium,3.97,58.98
102051,40,Female,HR,Data Scientist,18,Master,13,4,54,76,97,84,41,91,20,70,2283147,Yes,8,3.69,139,91.22,6,5,2,6,High,3.18,68.78
102052,55,Other,Operations,Marketing Specialist,27,Bachelor,8,268,68,51,84,53,60,70,3,3,927339,Yes,5,2.57,192,77.01,18,5,4,7,Medium,2.18,60.64
102053,31,Female,Finance,Project Manager,3,Master,14,161,64,68,72,96,40,86,1,31,1244874,No,11,4.23,450,89.01,24,8,4,9,Medium,1.77,60.33
102054,46,Male,Finance,Cloud Engineer,2,PhD,9,215,58,77,89,73,56,89,15,0,1725334,Yes,2,1.73,110,90.62,22,1,3,7,High,1.96,61.09
102055,23,Other,IT,DevOps Engineer,24,PhD,13,273,53,94,41,41,50,99,7,12,1400571,Yes,8,1.68,349,72.16,17,2,2,6,High,2.62,44.95
102056,32,Other,Operations,Support Engineer,34,Bachelor,3,99,42,93,73,70,42,81,16,35,1445942,Yes,8,2.07,214,81.43,2,9,9,6,Medium,2.94,58.48
102057,52,Female,IT,Finance Analyst,28,Master,10,170,89,70,65,58,74,99,8,25,1355334,Yes,8,1.22,58,97.19,12,6,6,8,High,2.27,70.05
102058,36,Female,IT,Project Manager,28,PhD,4,251,81,94,72,58,76,95,5,76,2347581,No,17,4.36,71,97.01,6,3,9,9,Low,2.51,76.85
102059,30,Female,Operations,Marketing Specialist,11,Master,8,168,85,64,81,83,54,82,3,21,780099,Yes,7,1.54,491,89.86,17,6,3,9,Low,4.65,54.77
102060,44,Other,HR,ML Engineer,34,Bachelor,4,37,53,83,69,62,93,75,21,10,2013913,Yes,3,2.52,16,89.58,15,9,8,6,High,1.76,66.01
102061,40,Female,Marketing,HR Executive,19,PhD,6,227,93,89,95,69,99,72,24,24,2128926,No,1,2.85,133,95.66,5,7,5,1,Low,1.18,70.19
102062,30,Male,Finance,Sales Executive,16,PhD,1,124,78,52,40,56,57,98,12,78,1451051,No,5,1.94,59,80.26,12,9,1,4,Low,3.97,58.37
102063,56,Female,Sales,Project Manager,11,Master,1,277,78,50,85,41,49,80,13,44,1119054,No,16,4.54,311,71.49,12,7,5,8,Medium,2.35,65.55
102064,42,Female,IT,Software Engineer,9,PhD,3,284,60,73,47,50,70,80,11,35,1391018,Yes,4,3.94,139,95.39,15,1,2,4,Low,2.02,64.47
102065,30,Other,HR,Product Manager,17,Bachelor,7,136,93,92,40,88,33,97,24,33,691640,Yes,15,1.11,20,79.37,17,9,3,5,High,4.79,60.09
102066,49,Female,Operations,Product Manager,29,Bachelor,1,107,94,76,85,53,98,97,2,33,698611,No,17,2.75,330,90.18,5,4,6,3,Medium,2.47,82.46
102067,28,Other,HR,AI Engineer,7,PhD,9,67,50,58,49,80,53,90,14,31,1075623,No,17,1.55,193,84.65,14,2,1,2,Medium,2.68,56.64
102068,37,Female,HR,Project Manager,12,Bachelor,6,103,89,73,71,97,46,79,14,24,1556273,No,13,3.56,382,74.34,19,9,2,3,Medium,3.44,63.81
102069,37,Male,Operations,DevOps Engineer,30,PhD,12,245,49,66,90,96,34,80,14,66,1813800,Yes,11,2.97,147,82.55,10,5,1,6,Medium,2.58,62.2
102070,54,Male,Sales,ML Engineer,5,PhD,12,164,54,77,96,68,86,85,14,58,2376996,No,16,4.23,319,77.88,20,2,5,8,Medium,4.3,74.6
102071,25,Other,Operations,Sales Executive,6,PhD,0,191,69,88,79,58,55,89,7,56,2416652,No,4,3.74,111,70.25,23,9,2,4,Medium,2.79,60.75
102072,25,Other,Sales,Marketing Specialist,20,PhD,8,194,83,53,41,67,46,79,16,28,1940129,Yes,15,4.27,275,85.72,19,7,2,4,High,2.54,56.74
102073,38,Female,Operations,Cloud Engineer,27,Master,9,131,94,78,70,90,85,81,24,20,663956,No,12,4.51,94,86.92,10,7,5,4,Low,3.29,69.22
102074,58,Female,IT,AI Engineer,20,PhD,5,295,56,94,43,40,37,88,22,72,1645391,Yes,14,1.72,163,79.18,18,1,7,4,Low,4.72,56.61
102075,50,Male,Sales,Marketing Specialist,20,Bachelor,10,143,93,77,95,44,93,78,13,20,926112,Yes,13,3.33,317,78.83,14,5,4,8,Low,3.14,73.6
102076,57,Female,IT,Software Engineer,23,Master,0,218,95,86,51,90,98,73,22,70,326071,Yes,9,1.64,23,83.41,15,4,4,3,Medium,2.24,67.11
102077,59,Male,Sales,Project Manager,26,Bachelor,9,25,68,78,70,73,39,95,5,46,1433601,No,15,1.97,469,88.53,12,5,1,1,High,2.37,57.9
102078,58,Other,Sales,Support Engineer,26,PhD,5,250,56,93,80,53,79,84,16,31,986242,Yes,16,1.91,392,99.06,4,7,1,5,Medium,1.79,75.79
102079,56,Female,Operations,Sales Executive,12,Bachelor,13,94,72,78,62,58,84,92,1,21,2018632,Yes,10,2.41,185,84.33,23,6,2,1,High,3.51,68.16
102080,28,Other,Sales,Cloud Engineer,28,Master,4,199,77,54,72,63,43,90,10,41,1002019,Yes,5,4.15,48,98.01,14,7,4,6,Low,1.12,58.79
102081,48,Female,IT,Project Manager,27,Bachelor,13,102,60,60,47,79,56,76,15,10,2017892,No,11,2.27,208,99.25,20,4,3,5,Low,3.75,57.38
102082,49,Male,Operations,Software Engineer,28,Master,11,192,86,51,99,56,34,74,18,57,1638849,No,6,3.98,225,88.25,23,1,8,6,High,4.59,70.16
102083,43,Other,Finance,Software Engineer,21,PhD,4,1,90,53,88,41,57,88,16,77,1586222,No,11,1.0,180,86.82,18,7,1,5,Medium,3.61,59.84
102084,35,Other,IT,HR Executive,29,PhD,4,246,53,59,55,70,34,91,20,40,2204166,No,2,3.31,266,71.81,24,1,6,3,Medium,4.37,56.05
102085,28,Female,Finance,AI Engineer,27,Bachelor,3,90,49,88,54,56,41,94,20,24,1844602,No,19,2.12,389,76.7,23,6,6,9,Low,1.34,55.2
102086,58,Other,HR,Sales Executive,22,Bachelor,6,44,81,93,80,47,37,100,5,15,1894160,Yes,15,3.97,442,99.94,8,1,8,1,High,3.94,76.2
102087,43,Male,Operations,Product Manager,32,PhD,14,2,62,57,79,85,88,84,13,65,1413145,No,12,4.96,434,92.38,22,2,5,7,Low,4.03,68.6
102088,26,Other,HR,QA Engineer,3,PhD,12,63,78,72,91,56,94,97,12,69,2230739,No,7,3.13,176,90.04,10,3,1,3,High,2.36,67.43
102089,23,Other,Operations,Data Scientist,2,Bachelor,8,134,78,76,65,77,89,75,22,33,2015302,No,6,3.13,86,87.0,16,3,7,2,High,3.81,71.37
102090,48,Female,Operations,Product Manager,31,PhD,12,290,53,72,53,65,84,89,24,45,2330966,No,11,4.9,495,90.48,23,7,3,6,Medium,2.73,67.18
102091,42,Other,IT,Marketing Specialist,3,Master,3,277,86,97,51,82,72,84,6,47,1779731,Yes,4,2.44,112,90.42,13,9,3,3,Low,3.88,69.58
102092,59,Female,Finance,Sales Executive,0,Master,1,175,61,83,66,79,70,86,12,36,2219948,Yes,14,2.59,246,76.65,8,2,9,8,Low,3.79,61.32
102093,36,Female,Operations,Data Scientist,11,Bachelor,1,281,91,84,86,84,39,88,5,21,2381765,No,10,3.79,120,93.54,22,5,2,7,High,2.21,64.28
102094,42,Other,Finance,DevOps Engineer,12,Bachelor,1,119,80,66,70,79,36,72,24,79,668923,Yes,15,2.97,430,83.96,24,6,1,8,Medium,1.11,52.32
102095,31,Male,Operations,Software Engineer,33,PhD,6,261,67,96,43,46,50,87,1,6,591935,No,4,4.08,300,91.05,2,8,4,4,Low,4.12,61.33
102096,44,Female,Finance,Project Manager,28,PhD,3,173,86,99,69,95,73,79,21,46,1526404,No,13,2.65,48,80.43,6,6,9,6,Low,2.17,63.01
102097,26,Other,HR,Sales Executive,8,Master,3,117,48,59,43,63,66,84,4,76,2326500,No,8,3.76,167,87.32,5,6,2,6,Low,3.3,56.88
102098,22,Female,IT,DevOps Engineer,30,Bachelor,0,184,62,51,93,69,73,87,11,16,1942155,Yes,8,4.08,217,92.05,6,6,9,8,Low,3.5,62.82
102099,34,Male,Operations,AI Engineer,6,Bachelor,3,242,46,66,70,65,94,93,14,2,2059190,Yes,13,3.57,264,88.35,24,4,3,9,High,4.54,71.96
102100,42,Male,Marketing,Software Engineer,12,Bachelor,5,213,63,80,73,69,35,84,5,11,1349216,No,11,1.81,263,89.0,11,7,8,6,Low,1.11,61.21
102101,47,Female,Finance,Software Engineer,1,Bachelor,1,120,82,65,43,74,67,93,0,69,2458015,No,5,3.06,432,75.56,22,6,8,5,Low,3.13,73.17
102102,42,Male,Finance,ML Engineer,32,Master,3,62,76,73,59,41,72,88,10,75,2294188,Yes,18,4.87,179,85.18,16,1,1,9,High,3.54,64.74
102103,39,Other,Marketing,Finance Analyst,6,Master,10,148,98,56,95,83,86,89,20,74,620768,No,18,1.42,493,78.23,3,7,6,4,Medium,3.44,66.37
102104,58,Other,IT,Data Scientist,17,Bachelor,6,275,48,68,57,43,99,74,11,18,2249838,Yes,2,3.82,281,81.11,22,1,8,1,Low,4.03,56.44
102105,53,Female,Finance,AI Engineer,7,Master,12,28,77,65,86,44,94,80,23,30,2453472,No,15,4.15,243,94.05,19,6,3,9,Low,1.25,51.93
102106,57,Male,IT,Cloud Engineer,11,Bachelor,8,298,46,82,47,87,84,78,2,1,350995,Yes,5,3.7,395,71.43,19,2,9,5,High,1.92,66.82
102107,38,Other,Finance,Cloud Engineer,29,Master,1,224,99,85,99,41,64,74,18,17,1315140,Yes,4,1.45,96,77.72,9,5,4,7,Medium,3.56,72.48
102108,56,Other,Sales,QA Engineer,8,PhD,7,172,62,94,81,70,53,80,12,54,496884,Yes,8,1.3,492,93.68,19,1,1,6,Low,2.35,62.7
102109,32,Other,Finance,Sales Executive,27,Master,13,243,64,59,98,66,67,91,10,3,1381280,Yes,18,3.03,319,95.39,19,7,5,3,Medium,2.04,61.6
102110,42,Female,Sales,Business Analyst,3,Bachelor,5,130,94,92,41,63,32,76,22,21,2477242,No,15,2.28,198,76.39,16,1,2,7,Low,2.51,66.11
102111,47,Female,Operations,AI Engineer,16,PhD,7,19,85,64,96,95,80,96,6,77,1766738,No,12,2.56,374,74.96,12,7,9,7,Medium,4.46,81.31
102112,25,Other,IT,Support Engineer,10,Bachelor,1,80,90,92,48,84,90,71,11,77,1752083,Yes,7,2.09,335,93.98,16,8,6,7,High,1.85,74.43
102113,55,Other,Finance,Sales Executive,1,PhD,13,292,61,52,55,99,69,89,17,33,1733502,Yes,16,4.28,153,91.52,13,4,7,3,Medium,4.2,70.48
102114,39,Male,HR,Business Analyst,22,PhD,10,293,93,51,61,43,83,91,15,47,1986726,Yes,8,4.4,88,86.9,2,3,7,3,High,2.44,61.43
102115,56,Male,HR,ML Engineer,21,Master,0,234,82,92,97,67,95,89,7,69,1919444,Yes,14,1.07,375,83.74,4,1,6,2,Medium,3.68,68.88
102116,50,Male,Marketing,Cloud Engineer,25,Master,6,220,99,91,51,44,89,90,20,75,2160194,Yes,19,4.25,34,96.26,11,7,6,5,Low,1.58,65.68
102117,50,Female,HR,Support Engineer,11,PhD,12,169,46,84,44,66,44,88,24,23,1053731,Yes,18,3.69,106,78.38,11,2,1,5,High,1.67,56.75
102118,59,Other,Sales,AI Engineer,31,PhD,8,45,45,76,78,83,75,87,12,44,1481441,Yes,8,2.82,348,89.43,13,4,8,4,Medium,1.53,59.09
102119,42,Female,HR,Software Engineer,8,PhD,8,59,75,54,54,86,84,99,16,9,1269570,No,16,1.33,433,97.9,24,4,3,9,Medium,4.37,71.67
102120,34,Other,HR,Finance Analyst,4,Bachelor,14,95,85,64,84,44,33,85,3,45,1086238,No,9,3.67,233,75.16,2,8,3,2,Low,3.8,60.41
102121,38,Male,HR,HR Executive,25,Master,1,268,61,85,47,44,53,70,23,35,1731143,No,1,2.05,347,75.8,2,2,1,1,High,4.52,54.5
102122,30,Male,Finance,Finance Analyst,6,Bachelor,3,30,74,98,63,87,69,72,8,50,595677,Yes,8,3.2,143,73.56,8,3,3,9,Medium,3.5,78.26
102123,22,Male,Marketing,Sales Executive,28,Master,12,115,88,82,90,96,56,95,8,31,1947208,Yes,7,1.89,82,78.01,20,1,4,4,High,3.57,86.78
102124,23,Male,IT,QA Engineer,32,Bachelor,0,61,86,50,58,48,81,78,9,31,1629277,No,8,4.51,167,87.07,23,7,5,4,High,3.11,67.93
102125,50,Other,Marketing,Cloud Engineer,23,Master,10,145,72,61,76,86,66,86,10,14,343100,No,13,2.4,261,79.88,24,8,2,8,Low,1.23,70.85
102126,54,Male,Sales,Product Manager,24,PhD,6,52,60,91,92,66,30,77,0,8,1687640,No,3,3.75,90,86.78,12,2,6,7,Low,1.14,57.81
102127,31,Other,Finance,DevOps Engineer,30,PhD,1,50,50,90,57,43,38,90,16,57,1376738,Yes,2,2.97,66,84.49,18,2,1,1,Medium,2.97,52.88
102128,42,Other,Operations,DevOps Engineer,28,Master,3,168,52,58,60,88,47,85,6,35,2436387,No,13,4.66,481,85.93,5,1,1,3,Medium,2.99,71.15
102129,49,Female,Finance,HR Executive,4,PhD,11,194,95,69,88,63,68,81,10,21,399508,Yes,4,1.91,144,98.56,4,1,4,6,High,1.9,74.13
102130,32,Male,HR,Support Engineer,10,PhD,1,82,42,79,98,66,59,73,12,12,841259,No,2,4.82,287,76.21,12,4,9,6,High,3.35,58.58
102131,55,Male,HR,Marketing Specialist,31,Bachelor,0,133,52,63,78,40,49,74,5,40,868991,Yes,7,4.01,407,90.12,17,4,3,6,Low,4.6,50.61
102132,29,Female,Sales,Cloud Engineer,7,Master,6,267,89,72,53,71,44,96,22,77,1435109,Yes,9,3.8,482,84.25,10,8,4,6,High,4.13,61.07
102133,43,Other,Operations,Marketing Specialist,19,PhD,5,80,95,78,54,55,93,76,7,25,1136377,Yes,19,4.36,162,90.39,8,5,6,8,Low,3.27,73.65
102134,29,Male,Finance,AI Engineer,33,Master,1,218,80,91,98,62,54,99,21,60,1019047,Yes,9,3.61,95,87.94,10,4,5,7,High,2.05,67.35
102135,36,Other,Operations,Software Engineer,7,Bachelor,13,1,96,84,94,67,78,93,9,43,1261525,Yes,11,1.44,52,92.69,16,9,7,3,High,1.96,75.3
102136,38,Female,IT,QA Engineer,1,Master,3,250,73,76,88,59,96,87,13,29,1295913,No,13,3.79,379,86.01,10,6,4,4,High,4.33,68.64
102137,44,Other,Marketing,DevOps Engineer,20,Bachelor,11,235,67,98,42,56,55,91,11,76,1099957,Yes,8,2.75,398,91.05,2,1,5,3,Medium,2.47,62.17
102138,45,Male,Finance,HR Executive,14,Bachelor,10,155,79,76,95,75,74,99,22,36,1062994,No,14,3.21,420,92.06,12,7,7,9,Low,3.46,72.63
102139,40,Other,Operations,Finance Analyst,5,Bachelor,2,36,73,79,84,94,35,89,10,57,1033439,No,19,2.63,408,75.34,16,8,6,5,Low,4.54,60.9
102140,26,Other,IT,Product Manager,4,PhD,11,228,71,52,50,84,61,83,6,34,1161781,No,5,1.68,84,97.75,8,4,2,9,Low,2.47,60.9
102141,53,Male,IT,Software Engineer,2,Bachelor,2,144,62,61,96,47,46,77,22,48,1885557,No,16,2.94,461,91.74,24,3,7,7,Low,3.81,61.03
102142,22,Male,Marketing,Project Manager,15,Master,2,55,63,96,42,57,75,82,12,58,859882,Yes,7,1.25,406,72.9,10,1,5,1,High,4.21,55.18
102143,44,Other,IT,DevOps Engineer,34,Master,10,120,40,80,69,52,82,97,1,6,392497,Yes,14,1.21,54,95.83,7,8,6,9,Low,1.6,59.06
102144,58,Other,Sales,Finance Analyst,8,PhD,3,210,63,86,45,48,33,73,2,34,1370967,Yes,5,3.13,6,75.72,13,9,4,2,Low,1.31,57.2
102145,29,Female,IT,AI Engineer,34,PhD,0,259,42,76,45,76,57,81,24,38,2090704,Yes,16,1.72,260,87.59,13,1,2,2,High,4.3,50.3
102146,34,Male,Operations,Marketing Specialist,18,Bachelor,0,102,56,96,70,69,45,72,0,5,1798728,Yes,7,3.49,461,79.39,23,9,1,4,Low,4.61,46.5
102147,29,Other,Sales,Finance Analyst,33,Bachelor,6,234,46,73,61,82,68,74,23,77,877893,No,16,1.76,338,87.27,15,4,1,6,Low,2.61,52.27
102148,44,Male,IT,Software Engineer,9,Bachelor,4,37,49,97,60,67,59,73,22,64,424151,Yes,12,4.22,106,96.64,16,5,9,6,Medium,2.95,61.0
102149,22,Female,HR,Support Engineer,9,PhD,2,107,58,90,77,85,86,84,5,26,1232643,Yes,16,1.59,198,96.72,4,5,9,9,Low,3.94,67.9
102150,45,Other,IT,Finance Analyst,19,PhD,8,223,63,89,77,95,85,97,0,10,2411069,No,17,2.78,455,93.58,2,6,9,9,Low,1.77,81.75
102151,56,Other,Sales,AI Engineer,0,Master,4,292,48,60,97,89,68,74,24,8,1539478,No,8,2.86,67,94.44,14,2,8,4,Low,1.06,69.01
102152,45,Other,IT,Product Manager,5,Bachelor,9,183,89,76,45,57,71,78,1,9,1147028,No,12,3.48,5,85.23,23,2,9,5,High,4.41,71.47
102153,38,Male,IT,QA Engineer,1,Bachelor,2,154,54,58,68,59,47,83,9,53,1505809,Yes,5,2.61,379,96.05,2,5,1,3,Low,3.62,55.38
102154,26,Female,IT,Marketing Specialist,32,Master,8,31,88,65,95,87,51,96,11,42,2012350,No,4,3.63,356,84.01,12,5,2,5,Low,3.72,68.64
102155,41,Male,Sales,Software Engineer,2,Master,0,233,95,63,85,75,33,85,4,49,2186367,Yes,19,4.07,393,76.25,17,1,4,7,Medium,3.31,71.34
102156,42,Other,IT,Support Engineer,12,Master,13,249,97,96,50,58,32,72,8,45,2279247,No,12,1.49,305,96.94,22,9,8,2,Medium,3.24,60.11
102157,52,Female,Marketing,QA Engineer,34,Master,8,57,61,79,87,44,90,84,11,62,668496,Yes,4,1.29,368,83.79,4,2,8,2,Low,4.9,62.27
102158,57,Other,Operations,Marketing Specialist,14,Bachelor,13,162,97,95,61,73,53,99,7,48,1688381,Yes,7,3.71,251,88.02,17,7,4,1,Low,3.52,69.23
102159,32,Other,Marketing,HR Executive,21,PhD,4,16,56,73,99,56,81,87,9,30,751363,No,7,4.41,397,88.79,10,2,8,2,Medium,1.56,71.77
102160,36,Male,Sales,Cloud Engineer,3,Bachelor,5,253,58,91,90,67,96,87,13,62,959955,Yes,19,2.92,12,72.47,18,8,2,5,High,2.07,67.98
102161,40,Other,HR,Marketing Specialist,16,Master,1,145,48,62,78,75,60,83,19,7,798254,Yes,3,3.53,485,80.62,17,6,1,9,High,2.11,60.49
102162,28,Female,Marketing,Finance Analyst,4,PhD,7,228,96,82,45,77,82,94,14,39,1680311,No,19,2.19,111,80.76,17,8,4,5,Low,1.84,68.28
102163,49,Other,Operations,ML Engineer,20,Bachelor,14,239,77,58,69,69,90,76,7,59,631348,Yes,19,4.5,361,91.5,13,7,9,9,High,4.46,79.98
102164,26,Other,Finance,QA Engineer,23,Master,2,285,58,98,82,93,87,95,8,50,930395,No,13,4.09,255,90.32,4,7,3,2,Low,3.08,83.08
102165,26,Male,Operations,Product Manager,30,PhD,0,15,47,75,64,57,64,97,4,4,336425,Yes,14,3.35,373,99.67,20,8,8,6,Medium,2.91,57.32
102166,51,Female,Marketing,AI Engineer,29,PhD,6,74,45,98,75,45,60,89,0,30,972242,No,18,2.23,70,91.93,2,9,3,1,High,4.95,52.24
102167,53,Male,Finance,DevOps Engineer,6,PhD,11,259,88,91,40,91,86,75,10,6,620863,No,7,2.75,404,76.68,18,8,5,1,Medium,1.16,70.95
102168,29,Other,Sales,QA Engineer,6,Bachelor,2,3,77,94,61,65,39,95,21,44,1734672,Yes,13,2.12,224,80.37,10,5,6,3,Low,2.8,78.44
102169,31,Male,Operations,DevOps Engineer,26,Master,3,250,84,99,48,54,47,85,3,46,800401,No,14,2.73,394,75.01,16,3,5,5,Low,1.86,62.51
102170,59,Male,HR,Sales Executive,23,Bachelor,14,84,60,62,84,40,85,91,5,13,1584505,Yes,17,1.2,5,95.86,15,9,7,7,Medium,2.71,53.53
102171,53,Male,Finance,Finance Analyst,18,Bachelor,4,62,95,70,47,56,65,88,16,24,1452706,Yes,15,1.42,419,95.38,13,8,4,7,Medium,1.65,60.45
102172,49,Male,Finance,HR Executive,33,Bachelor,0,99,68,78,73,70,80,78,3,46,1143212,Yes,9,1.87,74,97.41,2,6,4,1,High,1.58,61.59
102173,38,Other,Operations,Data Scientist,21,PhD,10,242,73,77,55,41,90,89,4,45,1708936,No,2,4.62,54,89.79,16,2,4,2,High,2.07,73.44
102174,52,Other,Marketing,Software Engineer,26,Master,10,294,51,73,58,75,48,70,21,44,2053151,Yes,3,2.86,33,78.07,14,3,9,1,Medium,1.5,51.59
102175,29,Female,Finance,DevOps Engineer,5,Bachelor,8,161,78,62,47,95,40,87,13,30,1230409,No,8,2.92,477,96.9,4,1,1,1,Medium,4.79,71.04
102176,46,Male,Sales,Sales Executive,9,Master,6,177,71,91,51,74,34,90,20,51,657876,No,18,3.11,200,78.18,4,7,7,4,Medium,1.5,55.16
102177,30,Male,Operations,Sales Executive,30,PhD,1,251,45,69,82,66,74,83,17,3,1552738,No,11,3.0,326,81.52,22,8,3,1,Low,2.86,57.0
102178,23,Female,Sales,DevOps Engineer,24,Bachelor,12,41,56,88,80,92,74,83,2,45,848713,Yes,10,1.34,429,70.66,21,7,9,4,Medium,4.12,63.78
102179,36,Male,Operations,Sales Executive,1,Master,0,241,71,56,95,42,77,77,20,28,1885970,Yes,11,2.29,292,87.34,24,7,8,3,Medium,4.38,52.09
102180,24,Female,Sales,Product Manager,9,PhD,13,90,99,90,70,95,43,92,10,48,1047526,No,3,1.27,443,83.07,8,5,9,7,High,4.84,70.07
102181,57,Other,Marketing,Software Engineer,9,Bachelor,10,27,47,97,81,85,57,94,14,64,694428,Yes,12,1.28,401,89.44,4,9,6,9,High,3.22,67.65
102182,25,Female,Operations,Data Scientist,25,Bachelor,1,154,77,64,72,59,38,86,6,0,2049784,No,9,1.31,48,99.04,4,2,7,6,High,2.25,53.56
102183,35,Male,HR,Finance Analyst,4,Master,2,118,68,74,58,98,88,87,3,67,1409595,No,12,4.59,92,71.72,5,5,7,5,Medium,3.55,71.05
102184,46,Female,Marketing,AI Engineer,21,Master,11,219,70,84,66,47,67,84,5,58,2316775,Yes,14,1.88,340,72.74,14,8,8,5,Medium,3.38,49.55
102185,31,Other,Sales,Marketing Specialist,3,Bachelor,2,263,58,62,63,68,54,79,24,36,1105602,No,13,1.27,397,86.92,19,8,9,8,Medium,3.36,53.9
102186,42,Male,Operations,Cloud Engineer,33,Bachelor,7,120,92,92,88,47,77,89,9,77,925432,Yes,8,1.01,271,99.94,13,9,1,2,Medium,2.42,71.06
102187,57,Other,Marketing,Product Manager,6,PhD,4,45,94,57,67,80,48,85,6,51,2387133,No,3,3.45,153,78.64,19,2,5,9,Medium,4.51,65.0
102188,33,Other,Sales,Product Manager,16,PhD,8,279,48,70,94,89,31,76,2,77,2492830,Yes,19,3.47,116,86.09,11,8,2,1,Medium,3.22,70.99
102189,48,Female,IT,Marketing Specialist,10,Bachelor,2,114,91,55,43,66,35,98,14,1,2229443,Yes,6,2.06,222,76.11,15,6,9,4,Medium,3.42,53.36
102190,23,Other,IT,DevOps Engineer,7,Master,5,167,67,59,51,65,59,100,20,20,1567615,Yes,16,2.12,306,85.89,17,3,4,9,High,2.73,54.19
